,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625662446,57.34901047,0.547612607,0.780622602,Comoros,Sub-Saharan Africa,4.288599968,0.084340192,4.453906536,4.1232934,7.833630085,1.972316742,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2.17276907,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.551312625,54.71989822,0.649828613,0.757733464,Togo,Sub-Saharan Africa,4.187200069,0.062506773,4.309713364,4.064686775,7.357711315,1.972316742,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.743307352,58.63959122,0.740795195,0.753690004,Ethiopia,Sub-Saharan Africa,4.186200142,0.038915094,4.262473583,4.109926701,7.509385586,1.972316742,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.668195903,59.10542679,0.557574093,0.817485631,Madagascar,Sub-Saharan Africa,4.165599823,0.057542104,4.278382301,4.052817345,7.281685829,1.972316742,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735447824,61.78015137,0.708354175,0.787726879,Egypt,Middle East and North Africa,4.151400089,0.035979424,4.221919537,4.080880642,9.316541672,1.972316742,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636142015,50.86514282,0.715315044,0.861330688,Sierra Leone,Sub-Saharan Africa,3.926399946,0.061150789,4.046255589,3.806544304,7.26880312,1.972316742,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,2.046271801,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.490325719,53.40000153,0.626350224,0.606934547,Burundi,Sub-Saharan Africa,3.775300026,0.107122384,3.98526001,3.565340042,6.492642403,1.972316742,0,0.403575271,0.295212835,0.275399059,0.187401786,0.212186828,2.401507378,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.698824465,55.29937744,0.806500256,0.801289678,Zambia,Sub-Saharan Africa,3.759399891,0.06067669,3.878326178,3.640473604,8.224720001,1.972316742,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593247831,55.59862518,0.537825167,0.684767246,Haiti,Latin America and Caribbean,3.720799923,0.101463005,3.919667482,3.521932364,7.411329269,1.972316742,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,1.619916916,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.780495703,48.00362396,0.738125861,0.857392073,Lesotho,Sub-Saharan Africa,3.652800083,0.082120985,3.813757181,3.491842985,7.960488319,1.972316742,0.45493874,1.088940024,0.100934811,0.409367532,0.102627642,0.050483823,1.445513964,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592200935,60.21518707,0.881444871,0.772042692,India,South Asia,3.573299885,0.027702235,3.627596378,3.519003391,8.849823952,1.972316742,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.544007301,57.59288788,0.803223193,0.731700778,Malawi,Sub-Saharan Africa,3.538000107,0.070260517,3.675710678,3.400289536,7.062226295,1.972316742,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,1.552718282,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.817980587,56.72728348,0.599920273,0.800287724,Yemen,Middle East and North Africa,3.527400017,0.054158084,3.633549929,3.421250105,7.759682655,1.972316742,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779121757,58.92445374,0.821328104,0.777930915,Botswana,Sub-Saharan Africa,3.478899956,0.060542691,3.597563744,3.360236168,9.711203575,1.972316742,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,0.257240534,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.688933194,57.49607468,0.82153976,0.619799435,Tanzania,Sub-Saharan Africa,3.476200104,0.06320975,3.600091219,3.352308989,7.967665195,1.972316742,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319459856,45.20000076,0.640880644,0.891806662,Central African Republic,Sub-Saharan Africa,3.475899935,0.115182951,3.701658487,3.250141382,6.625160217,1.972316742,0.041072082,0,0,0.292814463,0.253513217,0.028264718,2.860197544,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54083544,61.09884644,0.900589406,0.183541179,Rwanda,Sub-Saharan Africa,3.312299967,0.052425209,3.415053368,3.209546566,7.600104332,1.972316742,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.763092756,55.61725998,0.711457908,0.81023699,Zimbabwe,Sub-Saharan Africa,3.299200058,0.058674462,3.414201975,3.184198141,7.865711689,1.972316742,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.553707123,51,0.451313615,0.763417304,South Sudan,Sub-Saharan Africa,2.816600084,0.107610404,3.027516365,2.605683804,7.425359726,1.972316742,0.289082974,0.553278506,0.208809033,0.065609254,0.209934607,0.111156799,1.378751278,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470366955,52.59000015,0.396573007,0.933686554,Afghanistan,South Asia,2.566900015,0.031311426,2.628270388,2.505529642,7.462860584,1.972316742,0.30070585,0.356433839,0.266051531,0,0.135234714,0.001225785,1.507235646,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.954,72,0.949,0.186,Finland,Western Europe,7.842,0.032,7.904,7.78,10.775,2.43,1.446,1.106,0.741,0.691,0.124,0.481,3.253,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.954,72.7,0.946,0.179,Denmark,Western Europe,7.62,0.035,7.687,7.552,10.933,2.43,1.502,1.108,0.763,0.686,0.208,0.485,2.868,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942,74.4,0.919,0.292,Switzerland,Western Europe,7.571,0.036,7.643,7.5,11.117,2.43,1.566,1.079,0.816,0.653,0.204,0.413,2.839,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983,73,0.955,0.673,Iceland,Western Europe,7.554,0.059,7.67,7.438,10.878,2.43,1.482,1.172,0.772,0.698,0.293,0.17,2.967,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942,72.4,0.913,0.338,Netherlands,Western Europe,7.464,0.027,7.518,7.41,10.932,2.43,1.501,1.079,0.753,0.647,0.302,0.384,2.798,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.954,73.3,0.96,0.27,Norway,Western Europe,7.392,0.035,7.462,7.323,11.053,2.43,1.543,1.108,0.782,0.703,0.249,0.427,2.58,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934,72.7,0.945,0.237,Sweden,Western Europe,7.363,0.036,7.433,7.293,10.867,2.43,1.478,1.062,0.763,0.685,0.244,0.448,2.683,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908,72.6,0.907,0.386,Luxembourg,Western Europe,7.324,0.037,7.396,7.252,11.647,2.43,1.751,1.003,0.76,0.639,0.166,0.353,2.653,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948,73.4,0.929,0.242,New Zealand,North America and ANZ,7.277,0.04,7.355,7.198,10.643,2.43,1.4,1.094,0.785,0.665,0.276,0.445,2.612,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934,73.3,0.908,0.481,Austria,Western Europe,7.268,0.036,7.337,7.198,10.906,2.43,1.492,1.062,0.782,0.64,0.215,0.292,2.784,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,73.9,0.914,0.442,Australia,North America and ANZ,7.183,0.041,7.265,7.102,10.796,2.43,1.453,1.076,0.801,0.647,0.291,0.317,2.598,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.939,73.503,0.8,0.753,Israel,Middle East and North Africa,7.157,0.034,7.224,7.09,10.575,2.43,1.376,1.074,0.788,0.509,0.208,0.119,3.083,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.903,72.5,0.875,0.46,Germany,Western Europe,7.155,0.04,7.232,7.077,10.873,2.43,1.48,0.993,0.757,0.6,0.195,0.306,2.824,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926,73.8,0.915,0.415,Canada,North America and ANZ,7.103,0.042,7.185,7.021,10.776,2.43,1.447,1.044,0.798,0.648,0.246,0.335,2.585,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947,72.4,0.879,0.363,Ireland,Western Europe,7.085,0.04,7.164,7.006,11.342,2.43,1.644,1.092,0.753,0.606,0.238,0.367,2.384,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891,71.4,0.934,0.809,Costa Rica,Latin America and Caribbean,7.069,0.056,7.179,6.96,9.88,2.43,1.134,0.966,0.722,0.673,0.105,0.083,3.387,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934,72.5,0.859,0.459,United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947,70.807,0.858,0.868,Czech Republic,Central and Eastern Europe,6.965,0.049,7.062,6.868,10.556,2.43,1.37,1.09,0.703,0.58,0.052,0.046,3.124,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,68.2,0.837,0.698,United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906,72.199,0.783,0.646,Belgium,Western Europe,6.834,0.034,6.901,6.767,10.823,2.43,1.463,0.998,0.747,0.489,0.088,0.187,2.862,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942,74,0.822,0.571,France,Western Europe,6.69,0.037,6.762,6.618,10.704,2.43,1.421,1.081,0.804,0.536,0.092,0.235,2.521,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.862,69.495,0.925,0.722,Bahrain,Middle East and North Africa,6.647,0.068,6.779,6.514,10.669,2.43,1.409,0.899,0.662,0.661,0.246,0.139,2.631,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.931,72.2,0.927,0.653,Malta,Western Europe,6.602,0.044,6.688,6.516,10.674,2.43,1.411,1.055,0.747,0.664,0.275,0.183,2.268,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898,69.6,0.784,0.721,Taiwan Province of China,East Asia,6.584,0.038,6.659,6.51,10.871,2.43,1.48,0.982,0.665,0.49,0.142,0.139,2.687,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.844,67.333,0.932,0.589,United Arab Emirates,Middle East and North Africa,6.561,0.039,6.637,6.484,11.085,2.43,1.555,0.86,0.594,0.67,0.236,0.223,2.422,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891,66.603,0.877,0.684,Saudi Arabia,Middle East and North Africa,6.494,0.056,6.604,6.384,10.743,2.43,1.435,0.964,0.571,0.603,0.09,0.163,2.668,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.932,74.7,0.761,0.745,Spain,Western Europe,6.491,0.042,6.574,6.408,10.571,2.43,1.375,1.057,0.826,0.462,0.135,0.124,2.513,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,73.8,0.693,0.866,Italy,Western Europe,6.483,0.045,6.572,6.395,10.623,2.43,1.393,0.94,0.798,0.379,0.133,0.047,2.794,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948,71.4,0.949,0.806,Slovenia,Central and Eastern Europe,6.461,0.043,6.546,6.376,10.529,2.43,1.36,1.093,0.722,0.69,0.122,0.085,2.388,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.813,64.958,0.906,0.775,Guatemala,Latin America and Caribbean,6.435,0.073,6.577,6.292,9.053,2.43,0.845,0.79,0.519,0.638,0.163,0.105,3.375,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925,69.1,0.896,0.59,Uruguay,Latin America and Caribbean,6.431,0.046,6.521,6.341,9.966,2.43,1.164,1.042,0.649,0.625,0.128,0.223,2.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915,76.953,0.927,0.082,Singapore,Southeast Asia,6.377,0.043,6.46,6.293,11.488,2.43,1.695,1.019,0.897,0.664,0.176,0.547,1.379,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821,63.813,0.869,0.917,Kosovo,Central and Eastern Europe,6.372,0.059,6.487,6.257,9.318,2.43,0.937,0.807,0.483,0.593,0.356,0.014,3.182,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.936,69.201,0.766,0.911,Slovakia,Central and Eastern Europe,6.331,0.041,6.411,6.251,10.369,2.43,1.304,1.066,0.653,0.468,0.107,0.018,2.714,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882,66.601,0.804,0.756,Brazil,Latin America and Caribbean,6.33,0.043,6.415,6.245,9.577,2.43,1.028,0.944,0.571,0.514,0.142,0.117,3.015,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831,68.597,0.862,0.799,Mexico,Latin America and Caribbean,6.317,0.053,6.42,6.213,9.859,2.43,1.126,0.83,0.634,0.585,0.092,0.089,2.961,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.877,67.5,0.89,0.884,Jamaica,Latin America and Caribbean,6.309,0.156,6.615,6.004,9.186,2.43,0.891,0.932,0.599,0.618,0.099,0.035,3.135,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935,67.906,0.773,0.826,Lithuania,Central and Eastern Europe,6.255,0.045,6.344,6.167,10.499,2.43,1.35,1.065,0.612,0.476,0.056,0.073,2.624,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,73.898,0.763,0.844,Cyprus,Western Europe,6.223,0.049,6.319,6.128,10.576,2.43,1.377,0.765,0.801,0.464,0.178,0.061,2.578,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941,68.8,0.909,0.527,Estonia,Central and Eastern Europe,6.189,0.038,6.263,6.115,10.481,2.43,1.344,1.079,0.64,0.641,0.119,0.263,2.103,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.896,69.652,0.872,0.856,Panama,Latin America and Caribbean,6.18,0.073,6.323,6.036,10.35,2.43,1.298,0.976,0.667,0.596,0.079,0.053,2.509,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918,65.255,0.97,0.515,Uzbekistan,Commonwealth of Independent States,6.179,0.068,6.312,6.045,8.836,2.43,0.769,1.027,0.528,0.716,0.391,0.271,2.477,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882,70,0.742,0.83,Chile,Latin America and Caribbean,6.172,0.046,6.262,6.081,10.071,2.43,1.2,0.946,0.678,0.438,0.159,0.07,2.682,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898,69.702,0.841,0.735,Poland,Central and Eastern Europe,6.166,0.04,6.245,6.087,10.382,2.43,1.309,0.982,0.668,0.558,0.08,0.13,2.438,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952,65.2,0.853,0.733,Kazakhstan,Commonwealth of Independent States,6.152,0.047,6.243,6.06,10.155,2.43,1.23,1.103,0.527,0.573,0.143,0.132,2.446,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.832,67.355,0.845,0.938,Romania,Central and Eastern Europe,6.14,0.057,6.253,6.027,10.284,2.43,1.275,0.832,0.595,0.564,0.045,0.001,2.83,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.843,66.9,0.867,0.736,Kuwait,Middle East and North Africa,6.106,0.066,6.235,5.977,10.817,2.43,1.461,0.857,0.58,0.591,0.12,0.13,2.368,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873,68.6,0.778,0.835,Serbia,Central and Eastern Europe,6.078,0.053,6.181,5.974,9.787,2.43,1.101,0.924,0.634,0.482,0.189,0.066,2.682,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.762,66.402,0.888,0.688,El Salvador,Latin America and Caribbean,6.061,0.065,6.188,5.933,9.054,2.43,0.845,0.675,0.565,0.615,0.116,0.16,3.085,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.905,66.701,0.867,0.789,Mauritius,Sub-Saharan Africa,6.049,0.059,6.165,5.933,10.008,2.43,1.178,0.996,0.574,0.59,0.153,0.096,2.462,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927,67.1,0.715,0.8,Latvia,Central and Eastern Europe,6.032,0.036,6.103,5.961,10.315,2.43,1.285,1.047,0.587,0.405,0.082,0.089,2.536,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847,68.001,0.837,0.841,Colombia,Latin America and Caribbean,6.012,0.061,6.132,5.892,9.557,2.43,1.021,0.866,0.615,0.554,0.1,0.063,2.794,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.943,68,0.755,0.876,Hungary,Central and Eastern Europe,5.992,0.047,6.085,5.899,10.358,2.43,1.301,1.083,0.615,0.454,0.067,0.04,2.432,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888,67.401,0.884,0.895,Thailand,Southeast Asia,5.985,0.047,6.077,5.893,9.805,2.43,1.107,0.957,0.596,0.611,0.375,0.028,2.309,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,67.657,0.836,0.664,Nicaragua,Latin America and Caribbean,5.972,0.083,6.134,5.81,8.62,2.43,0.693,0.904,0.604,0.553,0.201,0.176,2.841,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.884,75.1,0.796,0.638,Japan,East Asia,5.94,0.04,6.02,5.861,10.611,2.43,1.389,0.949,0.838,0.504,0.02,0.192,2.048,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898,69,0.828,0.834,Argentina,Latin America and Caribbean,5.929,0.056,6.04,5.819,9.962,2.43,1.162,0.98,0.646,0.544,0.069,0.067,2.461,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879,72.6,0.892,0.887,Portugal,Western Europe,5.929,0.055,6.037,5.821,10.421,2.43,1.323,0.939,0.76,0.621,0.029,0.033,2.225,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812,67.3,0.857,0.809,Honduras,Latin America and Caribbean,5.919,0.082,6.081,5.758,8.648,2.43,0.703,0.787,0.593,0.578,0.241,0.083,2.934,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924,70.799,0.754,0.939,Croatia,Central and Eastern Europe,5.882,0.048,5.975,5.788,10.217,2.43,1.251,1.039,0.703,0.453,0.111,0,2.325,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,62,0.917,0.742,Philippines,Southeast Asia,5.88,0.052,5.982,5.778,9.076,2.43,0.853,0.828,0.426,0.651,0.125,0.126,2.872,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.799,73.9,0.672,0.727,South Korea,East Asia,5.845,0.042,5.928,5.763,10.651,2.43,1.403,0.758,0.801,0.353,0.134,0.135,2.262,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.832,68.25,0.822,0.891,Peru,Latin America and Caribbean,5.84,0.075,5.988,5.692,9.458,2.43,0.986,0.833,0.623,0.536,0.087,0.031,2.744,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,68.098,0.706,0.931,Bosnia and Herzegovina,Central and Eastern Europe,5.813,0.05,5.911,5.715,9.59,2.43,1.032,0.919,0.618,0.395,0.261,0.005,2.583,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857,65.699,0.822,0.918,Moldova,Commonwealth of Independent States,5.766,0.046,5.856,5.677,9.454,2.43,0.985,0.888,0.542,0.536,0.137,0.013,2.665,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821,68.8,0.842,0.843,Ecuador,Latin America and Caribbean,5.764,0.057,5.875,5.653,9.313,2.43,0.935,0.806,0.64,0.56,0.107,0.062,2.653,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.893,64.401,0.935,0.908,Kyrgyzstan,Commonwealth of Independent States,5.744,0.046,5.834,5.653,8.538,2.43,0.665,0.971,0.501,0.673,0.266,0.02,2.648,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.823,72.6,0.582,0.823,Greece,Western Europe,5.723,0.046,5.813,5.632,10.279,2.43,1.273,0.811,0.76,0.243,0,0.074,2.561,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,63.901,0.875,0.839,Bolivia,Latin America and Caribbean,5.716,0.053,5.819,5.613,9.046,2.43,0.842,0.782,0.486,0.6,0.138,0.064,2.805,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935,62.5,0.708,0.856,Mongolia,East Asia,5.677,0.042,5.76,5.595,9.4,2.43,0.966,1.065,0.442,0.397,0.263,0.053,2.492,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.893,65.9,0.876,0.882,Paraguay,Latin America and Caribbean,5.653,0.092,5.832,5.473,9.448,2.43,0.983,0.97,0.549,0.602,0.206,0.037,2.306,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.858,68.699,0.708,0.812,Montenegro,Central and Eastern Europe,5.581,0.054,5.686,5.475,9.94,2.43,1.155,0.891,0.637,0.397,0.166,0.081,2.254,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.853,66.102,0.86,0.714,Dominican Republic,Latin America and Caribbean,5.545,0.071,5.685,5.405,9.802,2.43,1.106,0.879,0.555,0.581,0.101,0.144,2.178,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,73.898,0.795,0.626,North Cyprus,Western Europe,5.536,0.051,5.636,5.435,10.576,2.43,1.377,0.806,0.801,0.503,0.196,0.2,1.653,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,66.253,0.65,0.627,Belarus,Commonwealth of Independent States,5.534,0.047,5.625,5.442,9.853,2.43,1.124,1.007,0.56,0.326,0.07,0.199,2.247,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.903,64.703,0.718,0.845,Russia,Commonwealth of Independent States,5.477,0.033,5.541,5.413,10.189,2.43,1.241,0.992,0.511,0.409,0.115,0.06,2.148,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.836,76.82,0.717,0.403,Hong Kong S.A.R. of China,East Asia,5.477,0.049,5.573,5.38,11,2.43,1.525,0.841,0.893,0.408,0.232,0.342,1.236,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,64.281,0.832,0.553,Tajikistan,Commonwealth of Independent States,5.466,0.034,5.532,5.4,8.091,2.43,0.508,0.895,0.498,0.548,0.152,0.247,2.619,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,68.034,0.94,0.796,Vietnam,Southeast Asia,5.411,0.039,5.488,5.334,8.973,2.43,0.817,0.873,0.616,0.679,0.124,0.091,2.211,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827,62.3,0.771,0.667,Libya,Middle East and North Africa,5.41,0.076,5.558,5.262,9.622,2.43,1.044,0.821,0.435,0.474,0.131,0.174,2.331,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.817,67.102,0.895,0.839,Malaysia,Southeast Asia,5.384,0.049,5.48,5.289,10.238,2.43,1.259,0.797,0.587,0.624,0.27,0.064,1.784,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811,62.236,0.873,0.867,Indonesia,Southeast Asia,5.345,0.056,5.454,5.235,9.365,2.43,0.954,0.786,0.433,0.598,0.541,0.046,1.987,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636,58.221,0.695,0.745,Congo (Brazzaville),Sub-Saharan Africa,5.342,0.097,5.533,5.151,8.117,2.43,0.518,0.392,0.307,0.381,0.144,0.124,3.476,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811,69.593,0.904,0.755,China,East Asia,5.339,0.029,5.397,5.281,9.673,2.43,1.061,0.785,0.665,0.636,0.093,0.117,1.982,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644,50.114,0.741,0.794,Ivory Coast,Sub-Saharan Africa,5.306,0.078,5.46,5.152,8.551,2.43,0.669,0.409,0.052,0.438,0.177,0.092,3.469,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.799,67.055,0.825,0.629,Armenia,Commonwealth of Independent States,5.283,0.058,5.397,5.168,9.487,2.43,0.996,0.758,0.585,0.54,0.079,0.198,2.127,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.774,64.233,0.782,0.727,Nepal,South Asia,5.269,0.07,5.406,5.132,8.12,2.43,0.519,0.702,0.496,0.488,0.287,0.135,2.642,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.931,67,0.788,0.932,Bulgaria,Central and Eastern Europe,5.266,0.054,5.371,5.16,10.016,2.43,1.181,1.055,0.583,0.494,0.125,0.005,1.823,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.913,70.6,0.854,0.825,Maldives,South Asia,5.198,0.072,5.339,5.057,9.826,2.43,1.115,1.015,0.697,0.575,0.204,0.073,1.52,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.836,65.656,0.814,0.506,Azerbaijan,Commonwealth of Independent States,5.171,0.04,5.25,5.091,9.569,2.43,1.025,0.841,0.541,0.526,0.043,0.276,1.919,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,53.515,0.731,0.848,Cameroon,Sub-Saharan Africa,5.142,0.074,5.288,4.996,8.189,2.43,0.543,0.556,0.159,0.425,0.205,0.058,3.195,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,59.802,0.695,0.801,Senegal,Sub-Saharan Africa,5.132,0.068,5.266,4.998,8.118,2.43,0.518,0.558,0.357,0.381,0.158,0.088,3.071,,,,,,
